broadband_number,data_usage_mb,login_attempts,bill_amount,payment_delay_days,network_latency_ms,packet_loss_percent,download_speed_mbps
232587737,2548.65,82,247.31,8.0,52.11,1.03,106.99
232657633,3929.68,111,341.42,6.0,50.27,0.72,95.23
232731747,3353.63,115,373.56,8.0,58.18,1.39,101.8
232790986,3399.78,146,252.35,9.0,54.64,1.07,107.73
232812680,4049.65,91,270.14,6.0,50.63,1.02,99.13
233001859,2594.54,107,259.38,8.0,50.52,1.06,88.95
233092356,3027.15,116,264.03,8.0,50.52,0.72,102.71
233174071,5033.47,48,292.01,6.0,48.56,0.85,98.14
233268670,3232.73,71,401.6,7.0,42.53,0.64,101.49
233295422,2486.97,149,196.02,7.0,48.46,1.03,83.97
233397289,2138.98,120,302.68,8.0,51.5,1.22,88.79
233414114,2688.01,135,327.61,8.0,55.43,1.66,105.63
233428735,3525.09,110,357.89,7.0,50.72,1.14,101.58
233514176,3515.28,81,272.65,8.0,59.6,1.12,104.18
233529975,3606.89,88,299.7,10.0,52.42,1.07,85.68
233536772,3023.62,124,247.63,8.0,52.54,1.43,95.8
233548863,3350.57,130,270.08,6.0,47.36,0.77,92.3
233554299,3369.7,77,343.11,8.0,48.8,1.13,101.89
233616440,4174.52,95,279.96,5.0,36.15,1.13,81.73
233630816,2663.43,112,224.96,7.0,46.69,1.08,98.3
233637219,3155.02,118,282.07,8.0,57.28,0.89,93.53
233705714,3117.01,72,242.41,9.0,53.22,0.95,99.04
233781939,3762.06,169,297.72,9.0,49.94,0.76,101.4
233791709,1920.91,136,321.77,6.0,50.95,1.0,110.22
233933283,3598.04,153,329.47,10.0,43.42,0.71,90.12
233940256,3175.19,154,400.44,8.0,53.34,1.45,103.38
233946828,2660.71,93,371.23,5.0,48.68,1.24,92.98
234139435,3746.94,104,287.08,9.0,50.98,0.88,98.07
234141340,3623.29,101,256.73,6.0,44.74,0.89,100.33
234158783,2909.1,163,248.82,8.0,47.93,1.13,117.62
234186638,2937.57,79,260.82,6.0,54.58,1.06,98.18
234285123,3173.93,109,226.93,4.0,51.5,1.01,89.23
234290010,3137.37,114,245.88,7.0,59.58,1.12,108.34
234316453,3434.78,83,323.23,10.0,54.28,0.85,96.7
234380653,2722.75,97,292.27,7.0,53.27,0.76,96.69
234571825,2630.37,78,350.44,7.0,46.69,0.64,112.53
234572710,3742.27,102,318.04,10.0,46.83,1.49,94.16
234630222,2441.13,78,283.36,7.0,51.71,1.46,98.93
234686523,4299.12,133,369.27,8.0,49.03,0.79,105.66
234700380,2341.62,147,294.36,4.0,52.86,1.16,94.42
234781689,3240.63,133,343.68,8.0,46.0,0.7,95.83
234871871,4058.78,91,277.71,6.0,51.47,1.26,107.07
234875983,4333.65,119,289.72,8.0,48.99,0.7,100.46
234917169,3308.36,106,306.3,10.0,46.62,1.71,99.77
235076340,3380.21,101,320.16,6.0,49.8,0.91,110.9
235125524,3426.21,129,314.54,7.0,52.42,1.18,96.7
235150669,3674.6,145,269.5,8.0,52.01,0.69,100.96
235183479,3534.53,148,354.67,8.0,44.34,1.25,99.77
235191469,3586.38,110,292.18,8.0,53.52,0.75,97.66
235247433,2428.58,176,217.36,7.0,45.98,0.79,104.31
235285597,1807.59,114,250.89,10.0,42.9,1.08,122.75
235326057,2984.74,125,437.1,8.0,48.8,0.53,100.72
235435156,2936.41,116,290.67,8.0,51.36,1.07,95.92
235443053,2184.08,142,150.83,3.0,48.3,0.8,102.01
235459883,2232.08,77,264.15,8.0,52.25,0.84,91.76
235461185,2277.83,97,307.6,6.0,51.19,1.32,101.0
235476281,3064.49,124,319.15,6.0,55.44,0.44,96.24
235578210,3180.3,147,267.6,8.0,45.25,1.1,109.78
235614466,3106.74,98,240.46,7.0,53.53,1.08,106.65
235615081,2635.24,131,330.97,9.0,47.94,0.96,107.38
235634660,3857.14,103,250.95,11.0,49.29,1.01,116.41
235646938,4088.6,65,356.46,5.0,43.52,0.83,105.48
235663044,3829.89,112,348.84,8.0,52.91,0.86,103.81
235808022,3707.93,114,210.23,9.0,54.21,1.04,101.62
235847402,4289.78,127,177.35,7.0,57.55,1.06,108.71
235987738,2931.4,92,327.94,7.0,58.46,0.93,93.4
236186710,3200.96,101,372.2,4.0,47.17,1.01,82.39
236194476,2763.77,164,390.46,9.0,43.74,0.76,119.8
236219304,2769.36,143,241.33,7.0,48.16,1.16,108.57
236287803,2892.6,131,255.84,9.0,46.07,1.02,106.44
236313940,2600.1,105,276.16,3.0,52.52,1.32,100.48
236371764,3932.26,79,288.52,9.0,51.37,1.23,95.33
236418281,3139.87,198,361.99,10.0,49.42,1.07,101.77
236441909,2686.36,68,322.12,4.0,46.91,0.79,94.45
236456799,2532.11,130,310.82,8.0,47.63,0.82,101.72
236494841,3305.92,92,235.66,6.0,52.78,1.0,87.45
236591442,2374.58,97,271.31,8.0,51.0,0.71,98.41
236700631,3877.34,110,382.51,5.0,44.52,1.06,105.16
236710092,2134.62,158,182.83,10.0,51.92,0.96,100.12
236725429,3137.13,142,404.97,7.0,44.83,0.77,107.61
236746485,3309.96,91,201.16,8.0,55.75,1.05,88.5
236749356,3209.36,90,336.64,8.0,51.69,1.0,91.53
236812845,3362.85,149,261.47,4.0,44.77,0.71,110.16
236851889,3224.52,111,315.36,7.0,54.51,1.28,85.77
236856242,3003.37,76,249.11,4.0,35.9,1.35,102.59
236879825,3084.01,159,283.73,8.0,54.94,1.04,88.86
236904599,3263.97,139,332.29,7.0,52.52,0.63,104.51
236960576,3624.01,99,271.75,7.0,56.32,0.68,108.96
237032681,3526.47,150,208.36,8.0,49.15,1.16,91.85
237155752,2431.34,156,452.78,7.0,57.37,1.05,89.26
237230119,3846.88,48,267.3,5.0,53.91,1.23,94.24
237360167,3366.27,73,342.19,7.0,52.56,0.89,109.23
237555536,2879.71,96,272.8,6.0,54.12,0.76,100.24
237644776,1320.37,120,411.41,6.0,47.88,1.35,92.32
237705909,3086.1,140,326.09,7.0,43.41,1.12,95.33
237747416,2868.7,163,379.13,8.0,49.34,1.58,116.52
237778380,2808.58,133,346.5,7.0,54.53,1.19,110.37
237782170,2582.51,134,328.14,7.0,46.97,0.79,98.71
237800183,2514.17,142,305.45,8.0,56.38,0.94,110.81
237830647,2805.48,87,366.32,4.0,47.55,1.12,111.21
237839509,3755.94,94,212.59,9.0,55.51,1.71,105.17
237845217,2047.5,140,288.57,5.0,53.74,0.65,102.86
237852864,2600.3,126,254.9,10.0,50.59,0.65,93.44
237998827,4072.76,154,258.5,5.0,48.69,1.16,111.49
238054202,3990.38,163,412.79,3.0,56.77,1.17,92.14
238114881,3425.64,91,303.21,8.0,49.15,1.03,102.06
238163978,2431.44,126,276.56,8.0,54.14,1.01,115.8
238193621,2998.39,105,298.07,8.0,41.63,1.29,86.85
238216588,3053.95,146,301.06,6.0,47.66,0.76,95.33
238236504,4005.3,104,370.21,10.0,48.06,0.78,94.7
238320983,2315.41,80,334.0,8.0,61.43,0.55,103.45
238357133,4142.13,138,342.56,7.0,47.74,0.78,100.98
238482850,3037.27,109,257.81,6.0,51.54,0.46,97.87
238530858,3279.19,131,420.21,6.0,47.76,0.95,107.14
238753481,3658.45,87,229.87,6.0,47.69,1.16,105.33
238884141,2064.74,145,308.3,5.0,56.48,0.82,105.89
238991234,2873.47,90,312.41,4.0,60.46,0.91,79.88
239109875,2544.38,124,342.61,7.0,47.88,0.75,83.24
239142396,3541.77,117,354.36,6.0,51.86,1.05,104.35
239180995,3016.39,90,304.49,8.0,52.12,0.93,102.98
239306229,3362.62,138,260.93,8.0,46.16,1.27,106.68
239327840,2827.59,137,229.57,6.0,49.78,1.25,108.15
239369322,2838.08,123,267.06,4.0,48.93,0.6,86.97
239409288,4404.4,69,396.32,8.0,47.29,1.2,100.37
239415625,2639.25,97,322.06,6.0,53.37,1.38,88.39
239445849,2816.07,131,226.15,6.0,47.08,1.26,100.23
239504747,3096.85,120,266.87,6.0,53.63,1.14,111.82
239671785,2843.87,162,215.12,5.0,56.09,1.16,103.77
239750551,3296.99,115,377.25,8.0,54.76,1.31,97.53
239759507,2484.56,88,423.91,7.0,49.06,1.01,102.28
239841106,2847.47,162,273.07,8.0,52.44,1.13,88.72
239841916,3940.44,149,308.09,6.0,48.18,0.97,96.59
239845605,2570.5,173,343.94,6.0,50.11,0.87,92.87
239866758,3830.26,104,208.23,7.0,54.48,1.04,91.05
239934211,2398.21,98,289.91,8.0,54.18,1.04,91.11
239943880,2259.24,111,370.94,6.0,46.98,1.13,92.83
239972518,2256.05,88,306.83,6.0,48.32,1.11,102.09
240046048,4316.37,116,396.59,8.0,49.11,0.9,106.38
240145452,3544.24,147,256.58,4.0,44.56,1.53,84.67
240184428,2445.42,137,306.53,7.0,56.43,1.36,97.47
240231452,3021.07,122,251.17,6.0,43.05,0.84,105.38
240253410,3505.16,141,399.74,8.0,48.81,1.33,118.55
240398272,2087.3,122,271.88,7.0,55.58,0.73,86.62
240404558,3670.51,148,336.0,5.0,48.72,1.08,110.05
240483753,3338.08,158,389.67,9.0,57.64,0.65,109.09
240526096,4227.28,204,278.29,7.0,49.18,1.07,106.44
240596721,3655.01,108,318.46,8.0,51.76,1.17,108.98
240621629,2303.84,138,285.44,6.0,49.89,1.69,92.85
240735811,4131.45,136,355.82,6.0,53.61,1.6,95.87
240747713,3033.71,120,226.36,8.0,49.26,0.89,106.74
240765789,2934.06,94,305.56,10.0,45.75,1.32,110.66
240812711,2629.34,76,364.02,5.0,48.63,1.11,109.86
240869709,3053.18,168,325.91,5.0,47.96,0.81,92.53
240942292,1689.67,57,287.11,7.0,48.76,1.16,104.98
241063284,2873.99,85,301.27,6.0,50.4,0.98,99.02
241081333,1475.14,122,303.25,8.0,52.99,1.35,91.49
241128504,2159.58,99,205.39,8.0,50.18,0.76,112.27
241194966,2977.59,77,396.05,9.0,48.77,0.84,93.55
241220317,3393.06,112,281.64,6.0,48.86,1.26,106.24
241266071,2755.64,149,350.18,7.0,47.38,0.94,95.31
241334661,2262.96,105,202.09,8.0,51.16,1.33,96.49
241344096,3697.74,77,298.81,7.0,50.4,0.73,120.72
241407323,3720.84,59,342.89,6.0,50.76,1.13,100.03
241415695,3788.35,146,148.66,7.0,52.06,1.34,113.72
241482393,2208.28,105,353.62,7.0,55.64,1.15,97.57
241497205,3773.76,102,237.93,9.0,41.44,0.85,106.17
241546274,2188.45,109,129.56,7.0,53.52,0.72,109.6
241563124,2462.81,130,273.33,9.0,55.84,1.45,92.76
241642867,3208.02,90,390.87,8.0,50.74,0.6,106.48
241678366,3935.2,114,359.62,6.0,55.22,0.73,87.97
241684140,2743.96,126,351.57,7.0,49.09,0.77,105.62
241852812,2476.56,120,266.08,10.0,43.69,0.24,100.44
241876118,3457.08,86,277.48,8.0,45.54,0.82,115.06
241978009,3396.16,151,310.55,8.0,51.23,1.29,101.99
242031710,3244.18,118,364.32,8.0,44.4,1.0,87.98
242045600,3495.2,79,269.46,10.0,48.88,1.12,90.51
242082384,2198.34,130,414.48,8.0,48.22,0.72,81.21
242375744,2645.28,65,231.72,4.0,49.41,1.21,104.99
242391666,3138.51,99,253.28,6.0,54.52,1.15,100.66
242504157,2703.56,127,257.4,6.0,47.57,0.79,93.25
242588336,3939.72,122,268.7,10.0,41.9,1.33,101.47
242632710,2536.25,144,346.24,2.0,44.7,0.69,90.21
242650772,3174.99,149,284.51,4.0,47.48,1.09,89.68
242679114,3465.88,168,317.54,9.0,50.45,1.08,98.16
242685617,2660.86,139,287.88,9.0,49.22,0.84,96.81
242792742,3664.9,131,224.3,8.0,48.19,0.93,93.01
242804235,3094.98,141,304.62,6.0,52.49,1.35,107.05
242812677,2725.09,117,339.29,5.0,43.99,1.37,87.06
242816542,2714.84,126,336.54,6.0,56.84,0.32,114.17
242827213,2292.57,140,359.17,3.0,41.05,0.72,98.3
242846740,2864.29,102,278.3,6.0,47.13,0.85,77.76
242871025,3310.26,92,226.06,9.0,48.36,1.12,110.76
243061854,3999.04,135,272.82,4.0,45.37,0.99,86.76
243074334,3378.03,186,412.18,4.0,46.62,1.03,101.1
243124575,2014.91,123,315.26,11.0,50.6,1.04,89.38
243137981,4224.87,124,296.42,4.0,55.64,1.26,106.41
243157326,2988.87,79,283.31,4.0,48.46,1.03,105.96
243192834,2609.5,120,330.57,6.0,45.18,0.88,98.72
243295634,2601.93,91,239.89,7.0,56.5,1.47,116.12
243369498,2749.29,126,400.9,6.0,50.36,1.08,109.15
243390497,3465.99,62,235.98,6.0,51.63,1.01,107.14
243449676,3721.75,97,365.56,5.0,50.81,1.37,110.57
243529866,2771.71,98,275.04,7.0,49.58,1.34,99.86
243572338,2788.47,126,231.86,4.0,48.88,0.62,90.42
243604974,3178.56,106,280.28,10.0,49.86,0.46,105.79
243617694,3406.03,84,331.4,9.0,59.03,1.02,102.96
243696015,4342.41,145,249.84,8.0,51.22,1.04,94.85
243765726,3354.8,116,279.78,7.0,44.31,1.23,116.93
243966923,3990.21,132,312.94,8.0,54.72,0.91,103.88
244061820,4237.29,124,249.07,6.0,45.27,1.32,99.33
244098076,2751.29,98,155.66,5.0,51.26,0.98,94.7
244143934,2695.62,100,291.02,7.0,51.44,0.57,86.78
244327159,3517.87,137,336.77,8.0,52.65,0.97,107.68
244363691,3213.88,55,271.31,9.0,59.72,1.08,76.33
244544795,3545.52,98,325.22,5.0,57.76,0.93,82.68
244567019,2478.07,124,307.79,6.0,42.09,1.27,102.7
244590810,2566.26,94,351.34,10.0,49.18,1.3,108.95
244727981,3755.42,91,410.66,7.0,51.18,1.16,92.32
244748288,3157.18,102,262.39,5.0,52.28,0.88,99.93
244796185,1842.86,116,254.51,6.0,49.93,0.87,100.32
244799936,3950.48,166,293.96,6.0,49.99,1.05,103.52
244811811,2764.82,129,348.23,6.0,49.81,1.08,103.04
244854297,3585.53,151,291.61,6.0,45.52,1.17,97.17
244878779,3631.3,89,400.2,4.0,42.11,1.34,92.77
244913311,3583.75,111,302.24,6.0,48.56,1.0,95.72
244919025,3817.15,92,420.75,7.0,49.98,0.48,92.27
245009590,866.22,89,291.9,8.0,45.14,0.76,98.0
245016185,3620.26,98,347.47,6.0,52.74,0.89,94.78
245018860,1904.81,90,387.56,10.0,53.18,0.97,92.35
245033327,2152.62,163,266.43,7.0,50.14,0.94,113.06
245036269,3012.77,186,184.28,4.0,51.0,0.88,103.95
245046190,3181.42,72,344.07,8.0,49.46,1.55,104.72
245072405,2173.79,124,423.22,5.0,44.32,1.15,105.46
245152235,3028.9,135,231.34,9.0,55.38,0.92,73.26
245245376,3445.08,112,233.24,4.0,54.54,1.3,103.82
245280835,2030.73,83,276.57,8.0,43.15,0.91,95.75
245367570,2844.97,125,248.19,8.0,56.12,1.29,101.05
245429067,2064.47,110,382.97,6.0,42.84,0.83,95.09
245442169,3019.11,119,330.32,7.0,48.79,0.69,102.06
245537338,3343.89,149,265.75,9.0,55.01,1.36,87.42
245649550,2750.35,88,321.45,7.0,54.22,0.69,98.63
245732398,2796.79,112,304.03,9.0,52.64,0.75,107.76
245814450,1467.31,95,290.92,8.0,50.5,1.15,98.25
245902465,3041.22,104,127.11,6.0,48.17,1.11,97.32
245969956,2820.15,153,254.25,11.0,47.34,0.85,102.31
245989541,2929.22,103,318.6,4.0,50.29,0.85,96.48
246002173,3974.38,204,235.02,6.0,53.6,0.9,99.92
246136808,3710.1,166,214.19,7.0,48.8,1.25,107.87
246249769,2843.59,113,330.07,9.0,48.23,0.84,110.17
246276256,1677.55,116,364.6,7.0,51.55,0.98,98.23
246280250,3097.9,113,239.82,3.0,50.18,1.12,96.55
246303543,2794.45,74,273.06,8.0,44.08,0.68,107.34
246333003,4056.14,90,286.36,4.0,51.52,0.91,102.51
246496004,3124.32,108,233.4,8.0,46.44,0.93,92.96
246515207,2851.19,63,233.5,8.0,49.75,0.93,91.76
246517420,3249.01,140,316.87,6.0,45.58,0.94,99.14
246522246,3890.02,91,299.01,8.0,45.9,0.84,97.97
246580657,4055.76,175,286.58,7.0,58.49,1.0,88.67
246635878,2635.9,81,195.94,8.0,48.69,0.92,104.23
246724804,3613.81,115,359.3,6.0,51.15,1.35,99.49
246757040,3092.28,99,216.99,5.0,46.34,0.82,91.24
246838987,2535.96,107,358.65,7.0,41.02,0.84,102.09
246851768,2441.29,186,401.69,8.0,50.2,1.08,97.8
246863766,3543.55,104,433.23,7.0,48.34,0.76,91.33
246869668,3139.46,101,299.64,6.0,53.91,1.24,107.46
246978343,2883.17,104,360.0,6.0,56.01,0.84,99.72
247043123,3750.04,137,383.04,5.0,49.2,0.96,97.26
247110447,1988.24,153,382.11,6.0,53.66,0.78,97.67
247175461,3137.66,116,231.17,4.0,50.87,0.89,92.78
247190168,3440.09,81,306.01,8.0,50.81,0.84,95.1
247243572,3457.04,126,239.92,6.0,52.96,0.92,102.88
247274815,2745.27,90,263.53,8.0,48.7,1.34,100.0
247296067,3505.05,102,240.16,5.0,48.14,0.65,99.4
247403431,2612.85,115,243.63,5.0,52.34,1.29,101.56
247461091,3697.91,114,288.98,7.0,54.66,0.78,103.08
247813066,3245.67,109,324.42,9.0,49.87,0.58,100.53
247891575,2829.26,89,339.49,7.0,43.95,0.63,94.89
247983554,2150.92,100,205.57,6.0,52.5,0.76,119.8
248039989,2928.13,111,290.76,6.0,52.27,0.8,100.21
248117219,2274.87,138,295.7,9.0,45.2,1.08,100.45
248313413,3810.46,89,272.34,6.0,49.93,0.9,98.22
248354843,2330.93,89,444.12,7.0,46.13,0.9,94.97
248381612,3795.85,129,296.84,4.0,50.85,1.11,98.66
248434687,2256.24,89,215.94,6.0,50.0,1.04,94.56
248435774,2703.42,141,301.62,8.0,55.91,0.67,107.77
248502177,4108.92,130,314.7,8.0,48.91,0.57,96.82
248532575,2082.12,114,348.81,4.0,46.17,1.18,94.6
248597908,2912.98,92,347.96,8.0,51.07,0.74,113.31
248617868,3267.66,142,347.24,4.0,53.5,1.12,112.38
248627288,3116.67,104,341.18,9.0,50.08,1.04,107.19
248638398,3217.27,82,361.99,9.0,48.42,1.12,111.05
248644509,3131.33,123,289.09,5.0,43.66,1.11,96.47
248653594,1780.77,65,277.72,8.0,49.3,0.98,85.2
248662290,3226.91,107,352.44,7.0,48.57,0.71,101.91
248681587,2229.29,139,259.36,9.0,55.01,0.87,93.34
248721193,2804.49,121,405.22,4.0,49.4,1.02,106.87
248868839,3511.69,159,334.39,6.0,50.24,1.02,103.08
248955391,2563.93,101,276.92,7.0,52.88,1.25,96.7
249012305,2964.95,117,284.66,8.0,49.9,1.14,100.84
249027392,3757.98,103,320.73,9.0,46.01,0.91,91.3
249035209,3580.02,151,366.71,9.0,53.23,0.97,105.83
249041187,2439.38,107,269.82,6.0,42.65,1.1,93.44
249079362,2417.95,126,269.87,8.0,50.99,0.94,91.75
249110882,3305.38,107,295.5,4.0,43.87,0.48,112.41
249120086,2585.89,80,339.59,7.0,48.66,1.11,96.65
249126238,1802.03,156,189.5,6.0,47.16,1.31,116.67
249235770,3597.98,195,208.7,7.0,49.09,0.92,89.77
249253391,2630.3,119,308.9,11.0,52.15,1.15,90.44
249347033,1833.14,103,387.93,8.0,50.04,0.85,93.54
249453590,3562.07,116,257.49,7.0,51.85,1.22,102.67
249462011,3592.41,119,246.17,4.0,51.81,1.21,112.48
249667836,3691.33,85,204.35,11.0,47.37,1.33,88.21
249782060,2451.5,76,228.95,7.0,46.09,0.83,99.53
249797150,3053.04,85,309.35,7.0,53.6,1.23,86.93
249822068,2268.98,135,243.44,7.0,51.52,0.58,103.26
249842791,5157.94,72,325.4,8.0,48.48,0.78,99.49
249873092,2779.04,116,230.83,5.0,46.59,0.94,110.05
249975568,3017.82,191,245.74,9.0,48.81,1.13,104.41
250038426,3325.5,145,367.82,6.0,44.74,0.67,89.66
250068255,2907.77,77,311.49,5.0,56.79,0.72,94.34
250105162,2427.64,98,246.32,4.0,48.64,0.76,91.48
250107973,2970.76,129,330.66,5.0,48.21,1.25,91.22
250200269,2317.53,132,337.91,7.0,43.6,0.81,107.49
250352261,3482.83,109,356.51,6.0,46.68,0.65,101.82
250361990,2886.01,147,220.49,6.0,48.13,0.68,109.87
250392269,3153.42,102,164.59,8.0,51.08,1.04,90.18
250397588,3847.58,127,431.74,9.0,47.34,0.98,101.93
250535443,2999.76,149,272.8,8.0,47.86,1.07,105.25
250604958,3320.14,133,313.02,9.0,48.32,0.88,113.68
250634699,3177.59,127,276.19,10.0,58.0,0.8,93.06
250679126,3189.0,183,242.89,8.0,53.4,0.82,99.1
250703993,3614.17,129,316.32,8.0,43.92,0.93,108.28
250707157,3144.79,126,252.19,8.0,45.94,0.88,94.74
250762285,2821.98,158,314.37,7.0,53.01,0.87,101.71
250773115,3736.26,77,218.85,6.0,53.31,1.16,95.14
250779061,2143.04,131,266.45,8.0,46.62,0.66,104.62
250785965,3247.46,137,397.66,6.0,56.26,1.08,108.12
250859712,1761.58,128,264.63,6.0,52.06,0.67,87.34
250887737,3365.21,111,339.06,11.0,54.39,0.84,92.73
250936838,2407.67,76,303.35,8.0,50.83,1.48,91.68
251021181,4335.95,147,281.82,8.0,54.49,0.77,98.31
251109326,3195.79,116,431.67,9.0,43.14,1.25,99.91
251124117,3844.67,98,327.52,6.0,53.08,0.93,85.71
251125931,2653.79,117,257.39,4.0,50.2,0.79,96.23
251130682,1652.67,95,313.53,6.0,52.74,1.16,91.47
251136529,3008.0,116,239.35,7.0,47.08,1.56,102.36
251190554,3195.27,125,222.39,8.0,53.02,0.57,109.68
251201843,3076.86,150,369.2,7.0,54.18,1.04,111.5
251280882,2436.5,114,263.99,8.0,47.98,1.4,81.12
251299077,3456.89,109,301.35,10.0,49.57,0.95,99.29
251361037,3832.68,86,287.93,6.0,52.58,0.89,105.74
251368552,3532.15,81,323.92,6.0,53.79,1.27,96.93
251391154,3450.93,102,286.26,9.0,53.78,0.68,103.68
251396238,3934.88,155,387.29,7.0,49.04,1.11,107.04
251422253,3923.69,204,247.98,8.0,53.1,0.91,105.7
251454521,2587.08,85,290.56,8.0,41.58,0.86,113.65
251662001,2769.99,87,388.8,10.0,51.55,1.1,108.31
251664884,2575.15,131,317.66,6.0,51.57,1.0,107.53
251728852,2790.35,115,282.15,11.0,51.62,0.76,91.5
251811637,3576.2,61,185.75,6.0,42.31,0.94,96.17
251864759,2888.57,158,295.22,7.0,51.54,0.94,97.22
251994320,4153.05,145,151.97,6.0,50.49,0.76,112.37
252018176,3033.58,141,429.41,4.0,49.64,0.9,107.45
252062022,2008.87,87,319.89,6.0,48.43,0.76,85.12
252064242,1825.93,117,315.9,9.0,52.45,1.26,113.74
252151721,2823.8,111,380.93,10.0,49.67,0.82,104.36
252169509,2181.01,132,291.76,5.0,42.37,1.43,111.76
252184823,3192.89,137,378.42,6.0,45.31,1.05,96.14
252238311,1780.73,125,358.94,3.0,52.42,1.38,115.4
252330650,2598.57,97,224.51,8.0,49.91,0.75,94.42
252363072,2567.61,118,345.66,7.0,48.93,0.93,91.3
252460461,3404.7,118,403.99,7.0,53.38,0.83,94.28
252468528,2051.64,78,332.62,6.0,48.01,1.4,116.98
252570970,3161.65,134,349.8,7.0,48.42,0.9,106.15
252641603,2241.69,121,394.1,8.0,50.42,1.0,91.57
252675453,3017.18,68,362.91,10.0,49.33,0.73,99.83
252677203,3579.03,99,321.67,8.0,50.26,1.15,94.36
252700881,3361.3,138,269.1,11.0,53.7,1.3,104.01
252718174,3268.64,121,322.07,10.0,51.35,0.8,110.42
252796362,3636.57,84,311.44,4.0,48.42,1.15,105.42
252845318,3699.53,132,222.89,6.0,44.29,0.32,93.32
252851581,3503.37,126,296.24,8.0,49.86,1.13,94.96
252917231,2772.6,89,313.68,8.0,50.6,1.22,105.09
252938560,2787.0,111,308.79,7.0,48.13,0.94,94.81
252984650,3620.49,132,258.18,6.0,47.9,1.08,97.15
252992020,3279.75,135,291.9,8.0,53.94,0.81,100.88
253001098,2533.16,89,315.14,9.0,50.92,0.7,103.87
253004108,2677.13,106,316.64,7.0,46.64,1.06,95.23
253032915,3422.26,105,259.48,4.0,45.54,0.74,104.78
253067453,2557.88,94,277.93,7.0,44.86,1.39,98.26
253088702,3473.87,131,286.89,7.0,46.36,1.04,101.4
253218348,3099.68,89,334.13,3.0,48.55,0.94,102.29
253260863,2804.74,162,304.77,4.0,45.27,0.95,92.93
253418979,4399.56,105,268.58,5.0,54.0,1.07,89.81
253447690,4109.64,121,351.34,7.0,52.03,0.84,103.09
253679920,3310.34,132,238.65,4.0,47.69,1.01,120.63
253680524,3523.25,145,328.82,7.0,47.52,1.42,107.15
253694144,2227.67,73,330.85,7.0,51.27,0.67,99.9
253732283,3214.46,141,351.79,5.0,52.85,0.9,88.5
253800397,2970.37,96,270.41,6.0,46.93,1.06,93.91
253837409,3328.77,99,270.16,5.0,49.94,0.68,106.21
253838340,1674.25,85,328.03,9.0,54.93,0.79,101.12
253895945,3214.2,143,265.57,5.0,50.99,0.95,100.51
253952330,2145.22,121,246.13,8.0,50.02,1.09,99.87
254022900,3220.21,133,333.42,6.0,46.21,1.33,94.44
254054350,3310.09,147,364.2,6.0,44.08,1.1,104.52
254062026,3645.27,188,316.87,7.0,43.85,1.13,90.18
254075043,3076.2,105,260.33,6.0,53.24,1.59,104.71
254091522,2504.05,135,296.09,9.0,50.19,0.91,95.77
254105303,3241.83,90,228.19,5.0,54.67,0.98,107.52
254124736,3658.78,178,307.35,11.0,44.78,0.7,92.13
254164168,2624.21,131,338.73,8.0,49.66,0.71,114.58
254179883,3395.53,88,327.86,10.0,50.49,0.74,97.51
254196105,3454.42,145,277.18,10.0,43.81,0.49,97.28
254200325,2550.31,84,361.68,9.0,57.84,1.12,101.44
254290381,3003.97,54,247.63,8.0,41.24,0.88,104.15
254299825,2099.55,124,187.83,7.0,53.45,0.86,113.56
254304410,2641.22,81,313.31,6.0,42.94,0.73,104.21
254470168,3036.14,146,319.71,6.0,53.42,0.35,106.56
254551154,3073.51,185,266.99,6.0,52.06,0.93,104.27
254567498,2757.72,127,337.69,6.0,53.06,1.34,102.11
254583546,2974.95,112,373.81,8.0,52.13,0.93,104.13
254594537,3075.03,80,291.6,6.0,47.74,1.28,91.42
254622254,2444.58,158,239.59,8.0,52.69,0.67,107.42
254694912,3167.23,110,282.34,6.0,47.83,1.24,108.43
254736137,3346.8,159,356.86,8.0,48.83,1.07,96.44
254749442,2867.82,87,272.34,7.0,53.36,0.62,101.52
254794969,4293.95,71,336.33,6.0,55.54,1.32,107.73
254828721,2215.23,170,288.96,6.0,47.22,1.32,97.07
254834436,3174.89,138,442.25,8.0,41.64,0.77,117.99
254867960,2903.86,87,258.64,8.0,50.17,0.74,105.18
254901561,3222.24,85,384.53,8.0,53.95,0.93,86.26
254926257,2692.86,66,346.72,8.0,51.12,0.49,105.71
254927393,3449.96,102,321.51,9.0,52.12,0.78,115.32
254933507,2089.69,147,345.46,6.0,48.37,0.96,95.32
254957986,2817.45,84,266.86,6.0,48.2,1.05,94.91
254994534,2441.09,121,274.6,8.0,49.47,0.57,112.76
255070560,3947.27,116,326.86,11.0,57.89,1.17,101.48
255074288,2518.83,131,255.81,5.0,49.67,1.06,85.45
255143386,2659.2,141,252.49,8.0,47.89,0.88,104.34
255210866,4337.55,114,225.63,6.0,46.36,1.16,108.0
255335526,3108.88,148,299.08,6.0,47.51,1.11,98.18
255472285,3116.79,113,288.36,6.0,47.14,0.45,106.77
255548872,2024.79,73,297.14,9.0,46.72,0.92,89.7
255559004,3589.72,61,259.81,9.0,55.93,0.79,102.02
255617813,2706.98,82,274.56,6.0,46.12,1.12,97.43
255795807,1787.9,113,326.2,10.0,48.66,0.86,107.1
255819141,2558.88,92,315.01,5.0,45.46,0.81,96.06
255914822,2333.56,141,342.14,9.0,44.42,1.29,116.85
